"","AOS60","species","lon.b","lat.b","lon.w","lat.w","dst.km","area.b","area.w","area.r","area.p","Common.Name","Scientific.Name","group","order","family","taxonomic.notes","Canada","USA","Mexico","C.America","Mig.Status","Introduced","Nonbreeding.only","PS.g","PS.g_s","PS.g_com","Global.Pop.Size","Global.Pop.Size.","Pop.Size_US.Ca","Pop.Size_US.Ca.","PopYr","Pop.Size_US.Ca_s","Pop.Size_US.Ca_com","X.GL_WH","X.WH_US.Ca","X..Breeding.Pop.in.US...Canada","X..Breeding.Pop.in.US...Canada.","X.Pop_s","BD.g","BD.area","BD.g_s","BD.g_com","ND.g","ND.area","ND.g_s","ND.g_com","TB.c","TB.c_s","TB.c_com","TN.c","TN.c_s","TN.c_com","PT.c","PT.c_s","PT.c_com","trend....yr.","trend.source","lcl_90.CI","ucl_90.CI","lcl_67.CI","ucl_67.CI","RA","DF","pop.change","pop.change.90..lcl","pop.change.90..ucl","Half.Life","CCS.b","CCS.n","CCS.max","Continental.Importance","IUCN.Red.List.2018","Urban","Agriculture","Breeding.Biome","Nonbreeding.Biome","Primary.Breeding.Habitat","Secondary.Breeding.Habitat","Primary.Nonbreeding.Habitat","Secondary.Nonbreeding.Habitat","IOC..","Latin..BirdLife...IOC...Clements.","English","Gill.et.al.2020..IOC.World.Bird.List..v10.2.","HBW.and.BirdLife.International..2019.","eBird.Clements.Checklist.v2019","IOC.present","HBW.BL.present","Clements.present","OtLatin","OtLat2","OtEnglish","Order","Family","Genus","Species","IUCN.Red.List.category","Restricted.Range","Country.Endemic","ISL","RLM","LAT","HEM","Average.Body.Mass","F","BM","WD","SH","SV","G","PL","R","D","A","RV","C","W","SE","O","Primary.Habitat","HB","Birdlife.Forest.Dependency","DB","Primary.Diet","IN","FR","NE","SE.1","VE","FI","SC","PL.1","MS","Foraging.Layer","LayH1","LayH2","LayMn","Flock","Carn.sum","Herb.sum","Nest","SBS","H1","H2","H.Avg","Clutch..Min","Clutch.Max","Clutch.Ave","Inc1","Inc2","Fledge","Fld2","Fld2.fld1","Mig","Alt","Irreg","Disp","Known.Bird.Annual.Survival","Known.Bird.Age.at.First.Breeding","Known.Bird.Longevity","Modelled.Bird.Annual.Survival","Modelled.Bird.Age.at.first.breeding","Modelled.Bird.Longevity","Modelled.Bird.GenLength","SpcAuthority"
"18",27,"Cygnus columbianus",51.40126093,67.97939743,68.01186607,35.92455241,3717,527219,363586,0,504044,"Tundra Swan","Cygnus columbianus","waterfowl","Anseriformes","Anatidae","",1,1,1,0,"M",NA,NA,4,"WPE5; NAWMP 2018","2/3 adjustment applied to mid-point of global estimate","280,000",280000,"190,000",190000,NA,"NAWMP 2018","Combines eastern (winter pop est) and western (breeding pop est) poplations; 2/3 adjustment applied only to eastern pop",50,NA,"",NA,"eBrd17(UsCa,WHem), PIF(Glob)",2,2860842,"Natureserve, with Old World extrapolation","",2,1345406,"Natureserve","Natureserve, with ocular estimate of range in W Hemishpere based on PIFTC",2,"TrUST 2016","Similar breeding ecology as Arctic-nesting geese; susceptibility to climate change unknown. So score 2 for TB (TrUST 2016)",2,"TrUST 2016","Populations wintering in Pacific seem to be increasing, so change TN from 3 to 2. Perhaps a bit less adaptable to changes in rice production than geese in Central Valley, but TUSW did survive CA's worse drought (TrUST 2016).",2,"CBC7017","",-0.00177,"CBC7017",-1.3646135,1.9850049,-0.7689844,0.9643703,2.605274329,771,4.4377444,-51.21783102,129.2857843,NA,10,10,10,"","LC","","w","Arctic","Nearctic","Wetlands—Tundra","","Wetlands—Generalist","",1537,"Cygnus columbianus","Tundra Swan","Cygnus columbianus","Cygnus columbianus","Cygnus columbianus","YES","YES","YES","","","","Anseriformes","Anatidae","Cygnus","columbianus","LC","0","NO",0,"NP",4,1,6850,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4,5,1,NA,"","Wetland",5,"Non-forest",4,"Plant","T","T","","4","","","","6","","W-G","",NA,NA,NA,0,10,"M","G","","",NA,3,6,3.4,29,32,40,75,35,1,NA,NA,NA,0.92,4,"25.33",0.85,2.98,27.65,12,"(Ord, 1815)"
"19",34,"Cairina moschata",-60.16604478,-7.45069667,-60.16604478,-7.45069667,0,1418822,1418822,1418822,0,"Muscovy Duck","Cairina moschata","waterfowl","Anseriformes","Anatidae","Monotypic.",0,1,1,1,"R",NA,NA,3,"WPE5","no adjustment applied, as likely not a non-breeding pop estimate.  Note that estimate does not include feral populations since may include hybrids and not of conservation interest.","550,000",550000,"<10",10,NA,"Gustafson-19","Jack Einear-19: I think most of the [native] population moves in and out of Mexico. I'd be surprised if we had more than a handful that actually breed in Texas.  Gustafson-19: They likely nest on the [Rio Grande] river or adjacent on inaccessible areas to birders most years. Numbers fluctuate with rainfall / flooding.  Shaw-20: comments and estimate reflect only the native pop.  In contrast feral pop in FL in ""tens of thousands"" (Ballou 2015).",100,1.085300803,"1.085301",1.085300803,"eBrd17(UsCa,WHem)",1,13945445,"Natureserve","",1,13945445,"Natureserve","",4,"TrUST 2016","",4,"TrUST 2016","Mexico scored 4/4, extirpated from some areas. Sought after for food, which will not change. So back to 4/4 (TrUST 2016).",5,"NAWMP 2004","wild populations have declined significantly, and it has been extirpated from some places (MX-NSAC)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,"Watch List - Yel-D","LC","","","Neotropical","Neotropical","Wetlands—Generalist","","Wetlands—Generalist","",1589,"Cairina moschata","Muscovy Duck","Cairina moschata","Cairina moschata","Cairina moschata","YES","YES","YES","","","","Anseriformes","Anatidae","Cairina","moschata","LC","0","NO",0,"L",1,2,2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,"","Wetland",3,"Medium",4,"Omnivore","3","","","2","2","","","3","","W-G","",NA,NA,NA,5,5,"CV","G,T","","",NA,8,15,NA,35,NA,105,NA,105,NA,NA,1,NA,NA,1,"",0.6,1.52,13.97,3.94,"(Linnaeus, 1758)"
"20",35,"Aix sponsa",-92.82106388,41.87088215,-95.58834308,38.00429391,490,619176,473647,401733,0,"Wood Duck","Aix sponsa","waterfowl","Anseriformes","Anatidae","Monotypic.",1,1,1,0,"PM",NA,NA,3,"NAWMP 2012","breeding pop estimates (2002-2011 mean)","4,600,000",4600000,"4,600,000",4600000,NA,"NAWMP 2012","breeding pop estimates (2002-2011 mean)",100,98.52941895,"100",100,"NAWMP 2012",1,6185338,"Natureserve","",1,6699816,"Natureserve","",2,"TrUST 2016","Reduce breeding score to 2 due to maturation (increase) of hardwood nesting trees (Greg Soulliere and others); also, nest boxes buffer loss of cavities (TrUST 2016).",2,"TrUST 2016","Wintering in South tied to acorn mast, hydrology shifts; seems score should be the same as breeding, so reduce TN to 2 (TrUST 2016)",1,"BBS7017","",1.817,"BBS7017",1.57,2.04,1.678,1.952,0.317,2218,132.7879362,109.3286731,155.324721,NA,7,7,7,"","LC","","","Eastern Temperate","Eastern Temperate","Wetlands—Forested","Forests—Temperate Eastern","Wetlands—Forested","Wetlands—Lakes and Rivers",1592,"Aix sponsa","Wood Duck","Aix sponsa","Aix sponsa","Aix sponsa","YES","YES","YES","","","","Anseriformes","Anatidae","Aix","sponsa","LC","0","NO",0,"N",3,1,687.5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,1,NA,"","Wetland",4,"Medium",4,"Seed","1","1","","2","","","","6","","W","",NA,NA,NA,1,9,"CV","T","","",NA,9,15,12,28,36,60,NA,60,1,NA,NA,NA,0.53,1,"22.5",0.46,0.98,13.99,4.06,"(Linnaeus, 1758)"
"21",38,"Spatula discors",-106.51986365,49.1094462,-87.61043078,18.11958421,3835,834922,543260,26115,144035,"Blue-winged Teal","Spatula discors","waterfowl","Anseriformes","Anatidae","Monotypic. Spatula discors orphna recognized by AOU 1957, but validity doubtful. Formerly placed in the genus Anas.",1,1,1,1,"M",NA,NA,2,"NAWMP 2018","","7,800,000",7800000,"7,800,000",7800000,NA,"NAWMP 2018","",100,95.30052185,"100",100,"NAWMP 2018",1,8484797,"Natureserve","",1,5453778,"Natureserve","",3,"TrUST 2016","Keep as 3 for breeding, as with other grassland-nesting species (TrUST 2016).",2,"TrUST 2016","Uncertainty re. conditions on extensive Central American non-breeding range (including harvest) might justify a 3, but leave as 2 for now (TrUST 2016).",1,"FWS7017","",1.4661,"FWS7017",1.3464,1.5901,NA,NA,NA,NA,98.1159987,88.3292605,108.9815945,NA,7,6,7,"","LC","","","Nearctic","Widespread","Wetlands—Seasonally Wet Grasslands","Wetlands—Freshwater Marsh","Coasts—Saltmarsh","Wetlands—Freshwater Marsh",1624,"Spatula discors","Blue-winged Teal","Spatula discors","Spatula discors","Spatula discors","YES","YES","YES","","","","Anseriformes","Anatidae","Spatula","discors","LC","0","NO",0,"LN",2,2,398.5,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,1,NA,"","Wetland",4,"Non-forest",4,"Omnivore","5","","","4","","T","","1","","W","",NA,NA,3,5,5,"SC","G","","",NA,6,15,NA,19,28,35,49,14,1,NA,NA,NA,0.5,0.83,"22.3",0.53,0.9,19.26,3.94,"Linnaeus, 1766"
"22",39,"Spatula cyanoptera",-94.79733364,11.07520322,-83.59620788,-6.19762091,2278,656768,520298,352875,53922,"Cinnamon Teal","Spatula cyanoptera","waterfowl","Anseriformes","Anatidae","Formerly placed in the genus Anas.",1,1,1,1,"PM",NA,NA,4,"WPE5, NAWMP 2012","very low estimates for S. America pops in WPE","380,000",380000,"440,000",440000,2010.5,"PIFcalc19","",100,NA,"",NA,"bbs0514(BBS), eBrd17(WHem)",1,6904749,"Natureserve","",1,6265279,"Natureserve","",3,"TrUST 2016","",3,"TrUST 2016","With this species (vs. BWTE), all of the uncertainty lies outside the US, and we haven't seen an increasing population size, so score 3/3 (TrUST 2016).",5,"BBS7017","",-2.176,"BBS7017",-3.03,-1.45,-2.623,-1.74,0.558,476,-62.90020256,-75.33977244,-42.76902599,NA,13,13,13,"Watch List - Yel-D","LC","","","Western Temperate","Western Temperate","Wetlands—Freshwater Marsh","","Wetlands—Freshwater Marsh","Wetlands—Lakes and Rivers",1618,"Spatula cyanoptera","Cinnamon Teal","Spatula cyanoptera","Spatula cyanoptera","Spatula cyanoptera","YES","YES","YES","","","","Anseriformes","Anatidae","Spatula","cyanoptera","LC","0","NO",0,"LN",2,2,384.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","Wetland",1,"Non-forest",3,"Omnivore","4","","","5","","","","1","","W","",NA,NA,NA,4,6,"SC","G","","",NA,4,16,NA,21,25,49,NA,49,1,NA,NA,NA,0.46,1,"12.9",0.42,0.76,14.48,2.91,"Vieillot, 1816"
"23",40,"Spatula clypeata",22.06268957,55.89368947,16.39806172,25.36578414,3421,2706889,2080716,118941,346070,"Northern Shoveler","Spatula clypeata","waterfowl","Anseriformes","Anatidae","Monotypic. Formerly placed in the genus Anas.",1,1,1,1,"PM",NA,NA,2,"WPE5; NAWMP 2018","non-breeding surveys in WPE, 2/3 adjustment applied to all estimates except NAWMP 2018","5,900,000",5900000,"4,400,000",4400000,NA,"NAWMP 2018","",30,NA,"",NA,"bbs0514(BBS), eBrd17(WHem), PIF(Glob)",1,26371937,"Natureserve, with Old World extrapolation","",1,17197873,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC","",3,"TrUST 2016","keep as is (TrUST 2016)",2,"TrUST 2016","keep as is (TrUST 2016)",1,"FWS7017","",2.279,"FWS7017",2.163,2.3971,NA,NA,NA,NA,188.3136422,172.5839,201.1632513,NA,7,6,7,"","LC","","","Nearctic","Nearctic","Wetlands—Seasonally Wet Grasslands","Wetlands—Freshwater Marsh","Wetlands—Generalist","",1629,"Spatula clypeata","Northern Shoveler","Spatula clypeata","Spatula clypeata","Spatula clypeata","YES","YES","YES","","","","Anseriformes","Anatidae","Spatula","clypeata","LC","0","NO",0,"C",2,1,630,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,2,1,NA,"","Wetland",4,"Non-forest",5,"Invertebrate","6","","","2","T","T","","2","","W","",NA,NA,NA,6,4,"SC","G","","",NA,5,14,10,22,27,36,66,30,1,NA,NA,NA,0.53,0.66,"22.6",0.59,1.03,18.22,4.1,"Linnaeus, 1758"
"24",41,"Mareca strepera",29.97832772,49.63161851,-4.08058961,30.56304988,3545,1855236,1777708,190067,264,"Gadwall","Mareca strepera","waterfowl","Anseriformes","Anatidae","No extant subspecies. Peters (1979), Clements (2000), and Howard and Moore (2003) recognize Mareca strepera couesi, now extinct. Formerly placed in the genus Anas.",1,1,1,1,"M",NA,NA,3,"WPE5; NAWMP 2018","estimates in WPE based on non-breeding surveys, 2/3 adjustment applied","4,400,000",4400000,"3,400,000",3400000,NA,"NAWMP 2018","",40,NA,"",NA,"bbs0514(BBS), eBrd17(WHem), PIF(Glob)",1,11085530,"Natureserve, with Old World extrapolation","",1,16091055,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC","",3,"TrUST 2016","Projections for land use in PPR suggest loss of grass and conversion to cropland (may reverse in Canada?)—doesn't really fit ""2"" scenario, therefore 3 seems appropriate for all grassland-nesting prairie ducks (TrUST 2016).",3,"TrUST 2016","Non-breeding score also 3 due to its heavy reliance on vulnerable coastal marshes (Gulf coastal in particular, more like a 2 in CA because there less dependent on coastal marshes). So continentally, TN = 3. A bit different from the other dabblers in its reliance on wetlands vegetation (TrUST 2016).",1,"FWS7017","",2.3951,"FWS7017",2.2563,2.5373,NA,NA,NA,NA,203.8009885,187.6613021,226.185483,NA,8,8,8,"","LC","","","Nearctic","Nearctic","Wetlands—Seasonally Wet Grasslands","Wetlands—Freshwater Marsh","Wetlands—Generalist","",1630,"Mareca strepera","Gadwall","Mareca strepera","Mareca strepera","Mareca strepera","YES","YES","YES","Mareca strepera","","","Anseriformes","Anatidae","Mareca","strepera","LC","0","NO",0,"C",2,1,762.5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,3,1,NA,"","Wetland",4,"Non-forest",3,"Seed","T","","","2","","","","8","","W","",NA,NA,NA,0,10,"SC","G","","",NA,5,15,10,21,27,48,63,15,1,NA,NA,NA,0.64,0.66,"20.9",0.54,0.82,17.07,3.67,"Linnaeus, 1758"
"25",43,"Mareca penelope",93.43957429,61.69587435,48.66506062,25.42805986,5229,1634285,1288374,0,2397,"Eurasian Wigeon","Mareca penelope","waterfowl","Anseriformes","Anatidae","Monotypic. Formerly placed in the genus Anas.",1,1,1,0,"M",NA,1,3,"WPE5, IUCN","Assumed 2/3 of individual estimate are breeding adults.","2,000,000",2000000,"",NA,NA,"","",0.01,NA,"",NA,"eBrd17(UsCa,WHem), PIF(Glob)",1,NA,"AOU; Natureserve","",1,NA,"AOU; Natureserve","",2,"PIFTC-02","",2,"PIFTC-02","",3,"PIFTC","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,"","LC","","","Palearctic","Palearctic","Wetlands—Freshwater Marsh","","Wetlands—Generalist","",1634,"Mareca penelope","Eurasian Wigeon","Mareca penelope","Mareca penelope","Mareca penelope","YES","YES","YES","Mareca penelope","","","Anseriformes","Anatidae","Mareca","penelope","LC","0","NO",0,"E",2,1,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,"","Wetland",2,"Non-forest",3,"Plant","T","","","2","","","","8","","W-G","",NA,NA,NA,0,10,"SC","G","","",NA,6,12,8.5,24,25,40,45,5,1,NA,NA,NA,0.64,1,"18.25",0.66,0.97,20.63,3.79,"Linnaeus, 1758"
"26",44,"Mareca americana",-116.72411088,55.40966237,-101.35598199,31.81178384,2886,897927,714123,116241,0,"American Wigeon","Mareca americana","waterfowl","Anseriformes","Anatidae","Monotypic. Formerly placed in the genus Anas.",1,1,1,1,"M",NA,NA,3,"NAWMP 2018","","2,700,000",2700000,"2,700,000",2700000,NA,"NAWMP 2018","",100,99.57064056,"99.57064",99.57064056,"bbs0514(BBS), eBrd17(WHem)",1,7551407,"Natureserve","",1,7125330,"Natureserve","",3,"TrUST 2016","Breeding score should remain at 3 with half of the population in the boreal, other half in grass, mostly in the West (TrUST 2016).",2,"TrUST 2016","Herbivorous in non-breeding season, uses many different habitats in winter, similar to other dabblers (TrUST 2016).",3,"FWS7017","",-0.23615,"FWS7017",-0.36465,-0.10578,NA,NA,NA,NA,-10.46666055,-15.15800979,-5.70149854,NA,10,9,10,"","LC","","w","Nearctic","Nearctic","Wetlands—Seasonally Wet Grasslands","Wetlands—Freshwater Marsh","Wetlands—Generalist","",1636,"Mareca americana","American Wigeon","Mareca americana","Mareca americana","Mareca americana","YES","YES","YES","Mareca americana","","","Anseriformes","Anatidae","Mareca","americana","LC","0","NO",0,"N",3,1,725.8,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,4,1,NA,"","Wetland",4,"Non-forest",3,"Plant","2","","","2","","","","6","","W-G","",NA,NA,NA,2,8,"SC","G","","",NA,7,10,NA,23,25,37,48,11,1,NA,NA,NA,0.61,1,"21.3",0.68,1.01,20.6,3.89,"Gmelin, 1789"
"27",48,"Anas platyrhynchos",4.66641273,52.51279535,-20.6595295,40.15434238,2365,3970725,1996251,1347645,1370,"Mallard","Anas platyrhynchos","waterfowl","Anseriformes","Anatidae","Monotypic.",1,1,1,1,"PM",NA,NA,2,"Birdlife International 2019","mid-point of european estimate is 7.46M mature individuals, so global estimate is easily more than 19M breeding-aged birds",">19,000,000",19000000,"11,000,000",11000000,NA,"NAWMP 2018","Excludes 'Mexican Duck' ssp, estimated at 56,000 for N America",40,NA,"",NA,"bbs0514(BBS), eBrd17(WHem), PIF(Glob)",1,34689185,"Natureserve, with Old World extrapolation","",1,21515068,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC","",2,"TrUST 2016","Score of 2 TB and TN makes sense (TrUST 2016)",2,"TrUST 2016","Score of 2 TB and TN makes sense (TrUST 2016)",2,"FWS7017","",0.6795,"FWS7017",0.5989,0.7629,NA,NA,NA,NA,37.4583038,32.7385521,42.251619,NA,7,7,7,"","LC","yes","w","Widespread","Widespread","Wetlands—Generalist","","Wetlands—Generalist","Coasts—Saltmarsh",1659,"Anas platyrhynchos","Mallard","Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","YES","YES","YES","","","","Anseriformes","Anatidae","Anas","platyrhynchos","LC","0","NO",0,"C",2,2,1181.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,NA,"","Wetland",4,"Non-forest",5,"Omnivore","3","","","3","1","T","","3","","W","",NA,NA,NA,4,6,"CP,CV,O","B,G,T","","",NA,4,18,11,26,28,45,63,18,1,NA,NA,NA,0.59,1,"27.6",0.5,0.99,16.93,4.78,"Linnaeus, 1758"
"28",49,"Anas rubripes",-79.10333663,50.44605143,-85.61010691,37.6044811,1518,411876,320676,75046,0,"American Black Duck","Anas rubripes","waterfowl","Anseriformes","Anatidae","Monotypic.",1,1,0,0,"PM",NA,NA,3,"NAWMP 2018","","700,000",700000,"700,000",700000,NA,"NAWMP 2018","",100,99.99996948,"99.99997",99.99996948,"bbs0514(BBS), eBrd17(WHem)",1,4076423,"Natureserve","",2,3204975,"Natureserve","",3,"CWS reviewers 2018","Reduced score during calibration with TB-r.  Josh Vest and Greg Soulliere agreed.",3,"TrUST 2016","",4,"BBS7017","Mike Brasher 2018: BBS-15 trends and resulting PT scores for ABDU (2) and CAGO (1) match more closely with my understanding of the current level of concern devoted to these 2 species on the basis of the collective weight of evidence regarding their population trajectories",-1.048,"BBS7017",-1.94,-0.18,-1.581,-0.576,0.276,543,-37.22970501,-60.31817079,-10.07795095,NA,11,12,12,"","LC","","","Northern Forest","Eastern Temperate","Wetlands—Boreal","Coasts—Saltmarsh","Wetlands—Lakes and Rivers","Coasts—Saltmarsh",1665,"Anas rubripes","American Black Duck","Anas rubripes","Anas rubripes","Anas rubripes","YES","YES","YES","","","","Anseriformes","Anatidae","Anas","rubripes","LC","0","NO",0,"N",3,1,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,"","Wetland",3,"Non-forest",3,"Invertebrate","6","","","2","","","","2","","W","",NA,NA,NA,6,4,"SC","G,T","","",NA,1,17,NA,23,33,58,63,5,1,NA,NA,NA,0.62,1,"26.42",0.6,1.24,23.13,4.82,"Brewster, 1902"
"29",50,"Anas fulvigula",-100.48616418,28.28477465,-100.71136893,27.93504242,45,146726,140635,139038,0,"Mottled Duck","Anas fulvigula","waterfowl","Anseriformes","Anatidae","",0,1,1,0,"PM",NA,NA,4,"USFWS 2018, Bielefeld 2008, SCDNR unpublished data, M. Brasher pers. comm. 2019","NAWMP 2018 estimate excludes S. TX and contains wrong years, so not used.  USFWS 2018 estimates 26,949 breeding birds in LA and 77,729 in TX. Bielefeld 2008 estimates 53,000 breeders in FL. SCDNR estimated 23,000 breeders in SC in 2009-2011. Consider a minimum estimate, since no data for GA. Mike Brasher estimates a few thousand breeding birds in Mexico of ssp. maculosa.  Ssp. diazi not included due to taxonomic uncertainty (see McCracken et al. 2001), but is estimated at 55,000 breeders.",">180,000",180000,">180,000",180000,NA,"USFWS 2018, Bielefeld 2008, SCDNR unpublished data","Consider a minimum estimate, since no data for GA. USFWS 2018 estimates 26,949 breeding birds in LA and 77,729 in TX. Bielefeld 2008 estimates 53,000 breeders in FL. SCDNR estimated 23,000 breeders in SC in 2009-2011. Ssp. diazi not included due to taxonomic uncertainty (see McCracken et al. 2001).",100,93.68704224,"93.68704",93.68704224,"bbs0514(BBS), eBrd17(WHem)",4,197762,"Natureserve","",4,214102,"Natureserve","",4,"TrUST 2016","Threatened by hybridization with Mallards in Florida (TrUST 2016).",4,"TrUST 2016","",5,"BBS7017","",-2.514,"BBS7017",-3.58,-1.41,-3.12,-1.85,3.576,111,-67.13651825,-79.38868986,-45.39425578,NA,17,17,17,"Watch List - Red","LC","","w","Eastern Temperate","Eastern Temperate","Wetlands—Freshwater Marsh","","Coasts—Saltmarsh","Wetlands—Freshwater Marsh",1662,"Anas fulvigula","Mottled Duck","Anas fulvigula","Anas fulvigula","Anas fulvigula","YES","YES","YES","","","","Anseriformes","Anatidae","Anas","fulvigula","LC","0","NO",0,"N",3,1,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,"","Wetland",2,"Non-forest",3,"Omnivore","4","","","3","","T","","3","","W","",NA,NA,NA,4,6,"","","","",NA,9,13,NA,26.25,NA,55.5,NA,55.5,1,NA,NA,NA,0.47,1,"25.49",0.56,1.08,17.02,4.55,"Ridgway, 1874"
"30",52,"Anas acuta",26.94812784,59.60465915,1.25344354,23.81300417,4453,2840350,2297047,0,156098,"Northern Pintail","Anas acuta","waterfowl","Anseriformes","Anatidae","Recognized as a monotypic by AOU (1957), Clements (2000), and Howard and Moore (2003). Subspecies <i>Anas acuta acuta, A. a. eatoni</i>, and <i>A. a. ...",1,1,1,1,"M",NA,NA,3,"NAWMP 2018; WPE5","mostly non-breeding population estimates outside of North America, so 2/3 adjustment applied to those pops.","5,100,000",5100000,"3,200,000",3200000,NA,"NAWMP 2018","",40,NA,"",NA,"eBrd17(UsCa,WHem), PIF(Glob)",1,26113543,"Natureserve, with Old World extrapolation","",1,19443465,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC","",4,"TrUST 2016","Potential increase in cropland and increased drying due to increasing temperature in southern Saskatchewan suggest 4 for breeding (TrUST 2016).",3,"TrUST 2016","Threats increasing for NOPI due to reliance on rice along Gulf Coast; rice production expected to decline, so boost 2 to 3 for non-breeding (TrUST 2016).",4,"FWS7017","",-1.23269,"FWS7017",-1.35489,-1.1152,NA,NA,NA,NA,-44.11013434,-47.49476101,-40.78663732,NA,12,11,12,"","LC","","w","Nearctic","Nearctic","Wetlands—Seasonally Wet Grasslands","Wetlands—Tundra","Wetlands—Generalist","",1681,"Anas acuta","Northern Pintail","Anas acuta","Anas acuta","Anas acuta","YES","YES","YES","","","","Anseriformes","Anatidae","Anas","acuta","LC","0","NO",0,"C",2,1,871.5,NA,NA,NA,NA,NA,5,NA,NA,NA,4,2,3,1,NA,"","Wetland",5,"Non-forest",5,"Omnivore","2","","","3","1","1","","3","","W","",NA,NA,NA,4,6,"SC","G","","",NA,3,14,8,21,25,40,45,5,1,NA,NA,NA,0.68,1,"27.42",0.61,1.22,23.32,4.95,"Linnaeus, 1758"
"31",53,"Anas crecca",22.3107539,58.18825126,11.35023013,28.8503393,3368,3178452,2640531,194583,140482,"Green-winged Teal","Anas crecca","waterfowl","Anseriformes","Anatidae","",1,1,1,1,"M",NA,NA,3,"NAWMP 2018; WPE5","updated WPE estimate with latest NAWMP estimate for North America; most other pop estimates appeared to be based on non-breeding surveys, so 2/3 adjustment applied for breeding pop estimate","6,700,000",6700000,"3,900,000",3900000,NA,"NAWMP 2018","",30,NA,"",NA,"eBrd17(UsCa,WHem), PIF(Glob)",1,36098237,"Natureserve, with Old World extrapolation","",1,24504560,"Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC","",3,"TrUST 2016","Breeding goes to 3 due to prairies and boreal development trajectories (TrUST 2016).",2,"TrUST 2016","Non-breeding stays at 2  (TrUST 2016).",1,"FWS7017","",1.683,"FWS7017",1.5365,1.8358,NA,NA,NA,NA,119.0605,100.3661343,133.795087,NA,8,7,8,"","LC","","w","Nearctic","Nearctic","Wetlands—Generalist","","Wetlands—Generalist","",1683,"Anas crecca","Common Teal","Anas crecca","Anas crecca","Anas crecca","YES","YES","YES","","","Eurasian Teal","Anseriformes","Anatidae","Anas","crecca","LC","0","NO",0,"E",2,1,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,"","Wetland",2,"Non-forest",3,"Omnivore","5","","","5","","","","","","W","",NA,NA,NA,5,5,"CP","G","","",NA,8,11,9.5,22,22,28,NA,28,1,NA,NA,NA,0.53,1,"21.25",0.45,0.88,16.84,3.88,"Linnaeus, 1758"
